,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
0.0,22.0,"фото, кожа, помогать, стать, тело, любимый, активный, стекло, масло, экстракт",15.0,0.0586
1.0,0.0,"купить, золото, игрушка, детский, развивать, кольцо, украшение, рука, понравиться, детеи",7.0,0.0273
2.0,13.0,"заказ, банк, карта, телефон, получить, доставка, интернет, способ, условие, саите",6.0,0.0234
3.0,8.0,"работа, продукт, диск, материал, создание, производство, качество, компьютер, объём, элемент",4.0,0.0156
4.0,8.0,"работа, продукт, диск, материал, создание, производство, качество, компьютер, объём, элемент",8.0,0.0312
5.0,15.0,"год, версия, автомобиль, кроссовер, серия, также, авто, управление, представить, мощность",11.0,0.043
6.0,17.0,"книга, год, желание, жизнь, сделать, девушка, главный, план, мужчина, узнать",16.0,0.0625
7.0,10.0,"очень, размер, смартфон, память, иметь, быстро, удобный, прибор, экран, ёмкость",9.0,0.0352
8.0,10.0,"очень, размер, смартфон, память, иметь, быстро, удобный, прибор, экран, ёмкость",15.0,0.0586
9.0,9.0,"год, страница, автор, также, номер, часть, шоу, сторона, музыкальный, получиться",14.0,0.0547
10.0,24.0,"саит, школа, имя, начинать, язык, тема, заниматься, делать, нужный, задача",26.0,0.1016
11.0,15.0,"год, версия, автомобиль, кроссовер, серия, также, авто, управление, представить, мощность",10.0,0.0391
12.0,11.0,"проект, выполнить, дом, стиль, выбрать, комната, часть, наличие, линия, площадь",9.0,0.0352
13.0,6.0,"аромат, цвет, делать, посмотреть, нота, платье, яркий, красивый, бренд, дерево",8.0,0.0312
14.0,8.0,"работа, продукт, диск, материал, создание, производство, качество, компьютер, объём, элемент",9.0,0.0352
15.0,24.0,"саит, школа, имя, начинать, язык, тема, заниматься, делать, нужный, задача",11.0,0.043
16.0,16.0,"цена, рублеи, скидка, акция, продажа, новинка, специальный, обзор, уровень, саите",13.0,0.0508
17.0,8.0,"работа, продукт, диск, материал, создание, производство, качество, компьютер, объём, элемент",8.0,0.0312
18.0,0.0,"купить, золото, игрушка, детский, развивать, кольцо, украшение, рука, понравиться, детеи",5.0,0.0195
19.0,19.0,"руб, магазин, приобрести, продукт, подходить, набор, скачать, выгодный, игра, состоять",8.0,0.0312
