,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
51.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
52.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
53.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
54.0,29.0,"год, сеть, проект, говорить, продажа, новогодний, слово, сервис, работать, одноклассник",,
55.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
56.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
57.0,11.0,"организм, сердце, часто, кишечник, продукт, система, появление, работа, напиток, приём",,
58.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
59.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
60.0,8.0,"жизнь, выход, мука, февраль, дата, чтo, крышка, пудры, сахарнои, ранее",,
61.0,22.0,"год, автор, мир, главный, книга, ждать, девушка, событие, сериал, страна",,
62.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
63.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
64.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
65.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
66.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
67.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
68.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
69.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
70.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
71.0,10.0,"желание, сделать, месяц, мужчина, начать, план, видеть, выглядеть, книга, узнать",,
72.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
73.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
74.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
75.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
76.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
77.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
78.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
79.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
80.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
81.0,6.0,"место, город, вид, компания, известный, необходимый, список, вечер, стоять, человек",,
82.0,6.0,"место, город, вид, компания, известный, необходимый, список, вечер, стоять, человек",,
83.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
84.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
85.0,20.0,"модель, приятный, диван, вид, фото, популярный, выполнить, добавить, интерьер, стекло",,
86.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
87.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
88.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
89.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
90.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
91.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
92.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
93.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
94.0,29.0,"год, сеть, проект, говорить, продажа, новогодний, слово, сервис, работать, одноклассник",,
95.0,5.0,"режим, игра, танк, игрок, состояние, огромный, карта, команда, существовать, условие",,
96.0,6.0,"место, город, вид, компания, известный, необходимый, список, вечер, стоять, человек",,
97.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
98.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
99.0,10.0,"желание, сделать, месяц, мужчина, начать, план, видеть, выглядеть, книга, узнать",,
100.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
101.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
102.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
103.0,11.0,"организм, сердце, часто, кишечник, продукт, система, появление, работа, напиток, приём",,
104.0,14.0,"информация, новый, также, год, номер, нужный, интересный, место, страница, время",,
105.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
106.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
107.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
108.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
109.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
110.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
111.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
112.0,29.0,"год, сеть, проект, говорить, продажа, новогодний, слово, сервис, работать, одноклассник",,
113.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
114.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
115.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
116.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
117.0,29.0,"год, сеть, проект, говорить, продажа, новогодний, слово, сервис, работать, одноклассник",,
118.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
119.0,9.0,"жизнь, образ, человек, техника, здоровье, сила, труд, использование, учёный, основа",,
120.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
121.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
122.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
123.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
124.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
125.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
126.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
127.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
128.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
129.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
130.0,22.0,"год, автор, мир, главный, книга, ждать, девушка, событие, сериал, страна",,
131.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
132.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
133.0,19.0,"саит, школа, начинать, язык, разный, работать, время, заниматься, рабочий, создать",,
134.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
135.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
136.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
137.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
138.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
139.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
140.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
141.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
142.0,14.0,"информация, новый, также, год, номер, нужный, интересный, место, страница, время",,
143.0,24.0,"мочь, видео, получать, пользователь, платформа, просмотр, бесплатный, услуга, реклама, канал",,
144.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
145.0,6.0,"место, город, вид, компания, известный, необходимый, список, вечер, стоять, человек",,
146.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
147.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
148.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
149.0,19.0,"саит, школа, начинать, язык, разный, работать, время, заниматься, рабочий, создать",,
150.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
151.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
152.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
153.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
154.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
155.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
156.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
157.0,9.0,"жизнь, образ, человек, техника, здоровье, сила, труд, использование, учёный, основа",,
158.0,9.0,"жизнь, образ, человек, техника, здоровье, сила, труд, использование, учёный, основа",,
159.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
160.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
161.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
162.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
163.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
164.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
165.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
166.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
167.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
168.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
169.0,22.0,"год, автор, мир, главный, книга, ждать, девушка, событие, сериал, страна",,
170.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
171.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
172.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
173.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
174.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
175.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
176.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
177.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
178.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
179.0,9.0,"жизнь, образ, человек, техника, здоровье, сила, труд, использование, учёный, основа",,
180.0,24.0,"мочь, видео, получать, пользователь, платформа, просмотр, бесплатный, услуга, реклама, канал",,
181.0,20.0,"модель, приятный, диван, вид, фото, популярный, выполнить, добавить, интерьер, стекло",,
182.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
183.0,20.0,"модель, приятный, диван, вид, фото, популярный, выполнить, добавить, интерьер, стекло",,
184.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
185.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
186.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
187.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
188.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
189.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
190.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
191.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
192.0,1.0,"история, имя, платье, сегодня, стать, любить, мероприятие, представить, дело, выбрать",,
193.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
194.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
195.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
196.0,15.0,"первый, стоять, пока, остаться, подробнее, второй, этои, смочь, такои, интересный",,
197.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
198.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
199.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
200.0,10.0,"желание, сделать, месяц, мужчина, начать, план, видеть, выглядеть, книга, узнать",,
201.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
202.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
203.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
204.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
205.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
206.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
207.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
208.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
209.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
210.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
211.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
212.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
213.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
214.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
215.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
216.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
217.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
218.0,18.0,"автомобиль, кроссовер, элемент, авто, мм, размер, год, установить, кредит, способный",,
219.0,11.0,"организм, сердце, часто, кишечник, продукт, система, появление, работа, напиток, приём",,
220.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
221.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
222.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
223.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
224.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
225.0,7.0,"очень, удобный, иметь, ссылка, прибор, внимание, использовать, вещь, цвет, размер",,
226.0,27.0,"программа, отдых, специалист, хороший, центр, отель, готовый, процедура, оборудование, гость",,
227.0,19.0,"саит, школа, начинать, язык, разный, работать, время, заниматься, рабочий, создать",,
228.0,29.0,"год, сеть, проект, говорить, продажа, новогодний, слово, сервис, работать, одноклассник",,
229.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
230.0,26.0,"руб, приобрести, продукт, стоимость, получить, игра, подходить, скачать, магазин, набор",,
231.0,25.0,"кожа, знать, подарок, помогать, средство, отзыв, крем, точно, экстракт, орхидея",,
232.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
233.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
234.0,3.0,"проект, часть, дом, тип, вид, вариант, комната, отличный, площадь, изделие",,
235.0,16.0,"уровень, различный, хороший, конец, новый, возможный, цена, собрать, игра, слишком",,
236.0,22.0,"год, автор, мир, главный, книга, ждать, девушка, событие, сериал, страна",,
237.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
238.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
239.0,28.0,"также, аромат, нота, мир, воздух, создание, тысяча, источник, система, идея",,
240.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
241.0,0.0,"версия, также, серия, память, новый, год, камера, использоваться, смартфон, функция",,
242.0,21.0,"развивать, игрушка, статья, детский, каждыи, детеи, друг, ребёнок, конструктор, музыкальный",,
243.0,17.0,"компания, клиент, продукт, технология, мобильный, доступный, позволять, работа, работать, возможность",,
244.0,10.0,"желание, сделать, месяц, мужчина, начать, план, видеть, выглядеть, книга, узнать",,
245.0,31.0,"система, работа, высокий, диск, производство, материал, объём, качество, ремонт, контроль",,
246.0,12.0,"иметь, час, являться, мочь, поэтому, позволять, корпус, возможность, входить, икра",,
247.0,23.0,"заказ, саите, акция, вес, день, доставка, находиться, счёт, дополнительный, подписываитесь",,
248.0,10.0,"желание, сделать, месяц, мужчина, начать, план, видеть, выглядеть, книга, узнать",,
249.0,30.0,"цена, рублеи, товар, скидка, магазин, покупка, обзор, новинка, выгодный, кстати",,
250.0,4.0,"телефон, получить, банк, карта, вопрос, документ, оператор, почта, заявка, способ",,
251.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
252.0,22.0,"год, автор, мир, главный, книга, ждать, девушка, событие, сериал, страна",,
253.0,2.0,"хотеть, курс, важный, человек, очень, искать, канал, людеи, какои, решить",,
254.0,13.0,"купить, золото, кольцо, украшение, рука, серьга, дерево, золотой, дешёвый, браслет",,
255.0,24.0,"мочь, видео, получать, пользователь, платформа, просмотр, бесплатный, услуга, реклама, канал",,
