,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
398.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
399.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
400.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
401.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
402.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
403.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
404.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
405.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
406.0,6.0,"игра, команда, стать, играть, клуб, победа, хороший, счёт, игрок, матч",,
407.0,31.0,"время, мочь, возможный, сторона, начать, начинать, должный, движение, пока, энергия",,
408.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
409.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
410.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
411.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
412.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
413.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
414.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
415.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
416.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
417.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
418.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
419.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
420.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
421.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
422.0,7.0,"время, час, работать, друг, знать, человек, день, ходить, решить, сидеть",,
423.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
424.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
425.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
426.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
427.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
428.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
429.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
430.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
431.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
432.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
433.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
434.0,25.0,"животное, жизнь, собака, жить, кошка, знать, рука, голова, убивать, умереть",,
435.0,1.0,"фотография, очень, фото, стоять, снимать, вкус, камера, получить, фотограф, делать",,
436.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
437.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
438.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
439.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
440.0,6.0,"игра, команда, стать, играть, клуб, победа, хороший, счёт, игрок, матч",,
441.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
442.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
443.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
444.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
445.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
446.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
447.0,31.0,"время, мочь, возможный, сторона, начать, начинать, должный, движение, пока, энергия",,
448.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
449.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
450.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
451.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
452.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
453.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
454.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
455.0,14.0,"вообще, дело, очень, стать, хотеть, сказать, деиствительно, делать, кстати, прийтись",,
456.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
457.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
458.0,27.0,"система, позволять, основный, использовать, мочь, время, информация, возможность, процесс, метод",,
459.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
460.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
461.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
462.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
463.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
464.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
465.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
466.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
467.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
468.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
469.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
470.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
471.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
472.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
473.0,2.0,"век, время, церковь, русский, история, народ, год, великий, известный, начало",,
474.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
475.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
476.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
477.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
478.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
479.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
480.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
481.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
482.0,7.0,"время, час, работать, друг, знать, человек, день, ходить, решить, сидеть",,
483.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
484.0,25.0,"животное, жизнь, собака, жить, кошка, знать, рука, голова, убивать, умереть",,
485.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
486.0,2.0,"век, время, церковь, русский, история, народ, год, великий, известный, начало",,
487.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
488.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
489.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
490.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
491.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
492.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
493.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
494.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
495.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
496.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
497.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
498.0,31.0,"время, мочь, возможный, сторона, начать, начинать, должный, движение, пока, энергия",,
499.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
500.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
501.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
502.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
503.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
504.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
505.0,21.0,"общество, являться, должный, свобода, мир, человек, существовать, сознание, людеи, социальный",,
506.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
507.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
508.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
509.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
510.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
511.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
512.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
513.0,31.0,"время, мочь, возможный, сторона, начать, начинать, должный, движение, пока, энергия",,
514.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
515.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
516.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
517.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
518.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
519.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
520.0,14.0,"вообще, дело, очень, стать, хотеть, сказать, деиствительно, делать, кстати, прийтись",,
521.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
522.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
523.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
524.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
525.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
526.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
527.0,21.0,"общество, являться, должный, свобода, мир, человек, существовать, сознание, людеи, социальный",,
528.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
529.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
530.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
531.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
532.0,1.0,"фотография, очень, фото, стоять, снимать, вкус, камера, получить, фотограф, делать",,
533.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
534.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
535.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
536.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
537.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
538.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
539.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
540.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
541.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
542.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
543.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
544.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
545.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
546.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
547.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
548.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
549.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
550.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
551.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
552.0,2.0,"век, время, церковь, русский, история, народ, год, великий, известный, начало",,
553.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
554.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
555.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
556.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
557.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
558.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
559.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
560.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
561.0,21.0,"общество, являться, должный, свобода, мир, человек, существовать, сознание, людеи, социальный",,
562.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
563.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
564.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
565.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
566.0,7.0,"время, час, работать, друг, знать, человек, день, ходить, решить, сидеть",,
567.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
568.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
569.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
570.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
571.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
572.0,7.0,"время, час, работать, друг, знать, человек, день, ходить, решить, сидеть",,
573.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
574.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
575.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
576.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
577.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
578.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
579.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
580.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
581.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
582.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
583.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
584.0,21.0,"общество, являться, должный, свобода, мир, человек, существовать, сознание, людеи, социальный",,
585.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
586.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
587.0,2.0,"век, время, церковь, русский, история, народ, год, великий, известный, начало",,
588.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
589.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
590.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
591.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
592.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
593.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
594.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
595.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
596.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
597.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
598.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
599.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
600.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
601.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
602.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
603.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
604.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
605.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
606.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
607.0,28.0,"вопрос, почему, сказать, говорить, нужный, хотеть, знать, делать, понимать, сегодня",,
608.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
609.0,22.0,"уровень, являться, часть, иметь, также, качество, высокий, однако, менее, количество",,
610.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
611.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
612.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
613.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
614.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
615.0,21.0,"общество, являться, должный, свобода, мир, человек, существовать, сознание, людеи, социальный",,
616.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
617.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
618.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
619.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
620.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
621.0,31.0,"время, мочь, возможный, сторона, начать, начинать, должный, движение, пока, энергия",,
622.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
623.0,6.0,"игра, команда, стать, играть, клуб, победа, хороший, счёт, игрок, матч",,
624.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
625.0,27.0,"система, позволять, основный, использовать, мочь, время, информация, возможность, процесс, метод",,
626.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
627.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
628.0,2.0,"век, время, церковь, русский, история, народ, год, великий, известный, начало",,
629.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
630.0,6.0,"игра, команда, стать, играть, клуб, победа, хороший, счёт, игрок, матч",,
631.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
632.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
633.0,6.0,"игра, команда, стать, играть, клуб, победа, хороший, счёт, игрок, матч",,
634.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
635.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
636.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
637.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
638.0,11.0,"год, страна, тысяча, область, регион, работать, стать, налог, государство, население",,
639.0,16.0,"день, время, год, новый, очень, место, праздник, ждать, знак, лето",,
640.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
641.0,27.0,"система, позволять, основный, использовать, мочь, время, информация, возможность, процесс, метод",,
642.0,1.0,"фотография, очень, фото, стоять, снимать, вкус, камера, получить, фотограф, делать",,
643.0,10.0,"ребёнок, женщина, мужчина, семья, детеи, жизнь, муж, мама, жена, девушка",,
644.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
645.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
646.0,19.0,"президент, власть, глава, выбор, политик, государство, сми, также, говорить, журналист",,
647.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
648.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
649.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
650.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
651.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
652.0,14.0,"вообще, дело, очень, стать, хотеть, сказать, деиствительно, делать, кстати, прийтись",,
653.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
654.0,30.0,"военный, ракета, американский, еврей, воин, американец, стать, воины, план, территория",,
655.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
656.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
657.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
658.0,9.0,"фильм, книга, год, история, музыка, автор, картина, герой, группа, песня",,
659.0,25.0,"животное, жизнь, собака, жить, кошка, знать, рука, голова, убивать, умереть",,
660.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
661.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
662.0,24.0,"дом, город, место, улица, дорога, здание, строительство, квартира, деревня, метр",,
663.0,13.0,"цвет, одежда, стиль, девушка, выглядеть, красота, форма, волос, вариант, вещь",,
664.0,17.0,"деньга, компания, цена, рынок, бизнес, рублеи, год, товар, рост, купить",,
665.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
666.0,8.0,"закон, право, документ, решение, суд, иметь, сотрудник, мочь, получить, лицо",,
667.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
668.0,23.0,"человек, мир, бог, жизнь, слово, говорить, свет, смысл, дух, видеть",,
669.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
670.0,1.0,"фотография, очень, фото, стоять, снимать, вкус, камера, получить, фотограф, делать",,
671.0,26.0,"продукт, организм, мочь, питание, также, вода, вид, растение, кофе, полезный",,
672.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
673.0,20.0,"машина, автомобиль, год, мочь, земля, самолёт, машин, скорость, солнце, водитель",,
674.0,4.0,"любить, любовь, думать, чувство, хотеть, говорить, чувствовать, знать, казаться, хотеться",,
675.0,1.0,"фотография, очень, фото, стоять, снимать, вкус, камера, получить, фотограф, делать",,
676.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
677.0,29.0,"канал, статья, спасибо, подписываитесь, посмотреть, пара, комментарий, дом, комната, окно",,
678.0,0.0,"жизнь, человек, нужный, делать, проблема, цель, желание, работа, отношение, мысль",,
679.0,12.0,"тело, человек, врач, время, исследование, болезнь, здоровье, мозг, помощь, учёный",,
680.0,5.0,"человек, очень, людеи, мочь, хороший, поэтому, причина, считать, плохой, часто",,
681.0,18.0,"интернет, проект, программа, тема, нужный, саит, реклама, ссылка, работа, компьютер",,
682.0,15.0,"власть, народ, страна, русский, стать, часть, советский, город, оригинал_взят, национальный",,
683.0,3.0,"работа, школа, работать, заниматься, учиться, учитель, курс, образование, знать, класс",,
