,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
62.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
63.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
64.0,9.0,"человек, слово, лицо, бог, время, сила, душа, жизнь, делать, любовь",,
65.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
66.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
67.0,18.0,"купить, магазин, сделать, покупать, стоять, цена, новыи, нужный, новый, вещь",,
68.0,12.0,"говорить, вопрос, человек, должный, сказать, ответ, знать, телефон, право, просить",,
69.0,26.0,"сказать, врач, стать, болеть, сеичас, кровь, глаз, ждать, больница, мочь",,
70.0,23.0,"очень, книга, любить, новый, нравиться, жизнь, фильм, первый, разный, свет",,
71.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
72.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
73.0,12.0,"говорить, вопрос, человек, должный, сказать, ответ, знать, телефон, право, просить",,
74.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
75.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
76.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
77.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
78.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
79.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
80.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
81.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
82.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
83.0,19.0,"интересный, статья, канал, сделать, интернет, писать, видео, идея, опыт, делать",,
84.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
85.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
86.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
87.0,28.0,"первый, мир, фотография, стать, первыи, главный, являться, мероприятие, однако, настоящий",,
88.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
89.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
90.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
91.0,29.0,"играть, первый, команда, игра, клуб, второй, второи, остаться, дать, пока",,
92.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
93.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
94.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
95.0,17.0,"место, гора, вода, дорога, вид, часть, идти, маршрут, дальше, берег",,
96.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
97.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
98.0,21.0,"время, очень, мочь, начинать, идти, видеть, немного, быстро, сразу, нужный",,
99.0,26.0,"сказать, врач, стать, болеть, сеичас, кровь, глаз, ждать, больница, мочь",,
100.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
101.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
102.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
103.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
104.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
105.0,12.0,"говорить, вопрос, человек, должный, сказать, ответ, знать, телефон, право, просить",,
106.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
107.0,9.0,"человек, слово, лицо, бог, время, сила, душа, жизнь, делать, любовь",,
108.0,9.0,"человек, слово, лицо, бог, время, сила, душа, жизнь, делать, любовь",,
109.0,29.0,"играть, первый, команда, игра, клуб, второй, второи, остаться, дать, пока",,
110.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
111.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
112.0,21.0,"время, очень, мочь, начинать, идти, видеть, немного, быстро, сразу, нужный",,
113.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
114.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
115.0,21.0,"время, очень, мочь, начинать, идти, видеть, немного, быстро, сразу, нужный",,
116.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
117.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
118.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
119.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
120.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
121.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
122.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
123.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
124.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
125.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
126.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
127.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
128.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
129.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
130.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
131.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
132.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
133.0,23.0,"очень, книга, любить, новый, нравиться, жизнь, фильм, первый, разный, свет",,
134.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
135.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
136.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
137.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
138.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
139.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
140.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
141.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
142.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
143.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
144.0,9.0,"человек, слово, лицо, бог, время, сила, душа, жизнь, делать, любовь",,
145.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
146.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
147.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
148.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
149.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
150.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
151.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
152.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
153.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
154.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
155.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
156.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
157.0,26.0,"сказать, врач, стать, болеть, сеичас, кровь, глаз, ждать, больница, мочь",,
158.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
159.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
160.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
161.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
162.0,8.0,"очень, сказать, вообще, решить, такои, какои, знать, говорить, сильно, тип",,
163.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
164.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
165.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
166.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
167.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
168.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
169.0,19.0,"интересный, статья, канал, сделать, интернет, писать, видео, идея, опыт, делать",,
170.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
171.0,28.0,"первый, мир, фотография, стать, первыи, главный, являться, мероприятие, однако, настоящий",,
172.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
173.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
174.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
175.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
176.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
177.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
178.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
179.0,8.0,"очень, сказать, вообще, решить, такои, какои, знать, говорить, сильно, тип",,
180.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
181.0,29.0,"играть, первый, команда, игра, клуб, второй, второи, остаться, дать, пока",,
182.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
183.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
184.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
185.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
186.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
187.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
188.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
189.0,8.0,"очень, сказать, вообще, решить, такои, какои, знать, говорить, сильно, тип",,
190.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
191.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
192.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
193.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
194.0,29.0,"играть, первый, команда, игра, клуб, второй, второи, остаться, дать, пока",,
195.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
196.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
197.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
198.0,28.0,"первый, мир, фотография, стать, первыи, главный, являться, мероприятие, однако, настоящий",,
199.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
200.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
201.0,12.0,"говорить, вопрос, человек, должный, сказать, ответ, знать, телефон, право, просить",,
202.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
203.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
204.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
205.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
206.0,23.0,"очень, книга, любить, новый, нравиться, жизнь, фильм, первый, разный, свет",,
207.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
208.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
209.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
210.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
211.0,22.0,"час, свет, стать, минута, самолёт, метр, температура, попытка, земля, лёд",,
212.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
213.0,10.0,"еда, есть, кофе, вино, вкусный, пиво, вкус, стол, бутылка, пить",,
214.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
215.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
216.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
217.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
218.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
219.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
220.0,21.0,"время, очень, мочь, начинать, идти, видеть, немного, быстро, сразу, нужный",,
221.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
222.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
223.0,15.0,"год, человек, стать, жить, время, сеичас, дом, помнить, старый, история",,
224.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
225.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
226.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
227.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
228.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
229.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
230.0,17.0,"место, гора, вода, дорога, вид, часть, идти, маршрут, дальше, берег",,
231.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
232.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
233.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
234.0,29.0,"играть, первый, команда, игра, клуб, второй, второи, остаться, дать, пока",,
235.0,18.0,"купить, магазин, сделать, покупать, стоять, цена, новыи, нужный, новый, вещь",,
236.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
237.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
238.0,7.0,"работа, деньга, работать, рублеи, месяц, неделя, время, вариант, нужный, клиент",,
239.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
240.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
241.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
242.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
243.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
244.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
245.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
246.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
247.0,5.0,"вопрос, мир, иметь, ситуация, проблема, должный, процесс, цель, возможный, какои",,
248.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
249.0,23.0,"очень, книга, любить, новый, нравиться, жизнь, фильм, первый, разный, свет",,
250.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
251.0,30.0,"день, утро, сегодня, вечер, ночь, час, работа, вчера, спать, завтра",,
252.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
253.0,11.0,"знать, думать, понимать, читать, казаться, вообще, почему, хотеться, сеичас, наверное",,
254.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
255.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
256.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
257.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
258.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
259.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
260.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
261.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
262.0,24.0,"дом, дверь, квартира, жить, комната, собака, кот, кошка, окно, пока",,
263.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
264.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
265.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
266.0,28.0,"первый, мир, фотография, стать, первыи, главный, являться, мероприятие, однако, настоящий",,
267.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
268.0,27.0,"сегодня, подарок, праздник, вчера, январь, подарить, друг, белый, желать, делать",,
269.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
270.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
271.0,14.0,"язык, билет, русский, очень, народ, очередь, правда, метро, знать, вообще",,
272.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
273.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
274.0,4.0,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий",,
275.0,13.0,"смотреть, идти, сидеть, пойти, думать, стоять, глаз, голова, говорить, выйти",,
276.0,17.0,"место, гора, вода, дорога, вид, часть, идти, маршрут, дальше, берег",,
277.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
278.0,12.0,"говорить, вопрос, человек, должный, сказать, ответ, знать, телефон, право, просить",,
279.0,1.0,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр",,
280.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
281.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
282.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
283.0,23.0,"очень, книга, любить, новый, нравиться, жизнь, фильм, первый, разный, свет",,
284.0,0.0,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель",,
285.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
286.0,25.0,"сказать, стать, девушка, мужчина, начать, парень, женщина, хотеть, жена, спросить",,
287.0,2.0,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить",,
288.0,6.0,"школа, класс, учиться, тема, история, урок, получить, вести, дело, учитель",,
289.0,3.0,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять",,
290.0,8.0,"очень, сказать, вообще, решить, такои, какои, знать, говорить, сильно, тип",,
291.0,31.0,"ехать, дорога, машина, место, поехать, машин, автобус, путь, оказаться, минута",,
292.0,16.0,"рука, взять, глаз, пытаться, пока, минута, животное, долго, стоять, рядом",,
293.0,26.0,"сказать, врач, стать, болеть, сеичас, кровь, глаз, ждать, больница, мочь",,
294.0,20.0,"новый, музыка, песня, хотеть, хороший, посмотреть, друг, группа, сегодня, писать",,
295.0,19.0,"интересный, статья, канал, сделать, интернет, писать, видео, идея, опыт, делать",,
